Rating,Review
1,My solaris broke after using it two times. The first time was to drill two holes in drywall. The second time was to clean out tile joints for grouting. I wouldn't recommend buying one.
1,"I bought this for my husband, he couldn't use it because of its unpractical design..."
1,does anyone know what the name of the song is that is played at the begining when sebastian is in the cab?
1,"After spending about 10 hours playing this monstrosity it bacame clear to me that the era of the Playstation2 is done. I packed up my PS2 and dozens of games and got what little value in trade-in that I could to switch to XBox and I couldn't be happier. Basically, this lame game was the mitigating factor to switch.All you do in killzone is run through levels that are so similar from one another it's stupid. There is no variety whatsoever in the enemies, and that really is the main problem. It's just wave after wave of the same dudes in black saying the same phrases over and over in their deep voices.Oh yeah, it takes at least 5 to 6 head shots to down an average Helghast-it's so fake. The story is lame, the graphics are fair but just as dull as everything else on the game. I guarantee you that not once will you find yourself thinking ""that was a cool effect"", or ""how'd they do that?"". This game is the perfect cure for insomnia, however. Trust me and [...]. Horrible."
1,"I'm not that impressed with this coffee maker at all. I initially bought it because of the promise of keeping the coffee hot. What I experienced with the first one I bought was that it leaked - at the bottom of the water holder, there is a plastic plug that fell out and went down the drain - then it wouldn't hold water. I purchased another one and the plastic plug fell out again, fortunately, grabbed it before it went down the drain. The handle on the basket broke and the timer/clock function stopped working the first week. After several months, I have to press the button several times to get it to complete one cycle of making a full pot. As time went on, sometimes I would get a hot cup of coffee, sometimes, I wouldn't and I'm finding it's taking longer and longer to brew. It's going in the garbage and I'm going back to my Mr. Coffee Maker."
1,"I have been a long time, and very satisfied, user of Dell PC's and laptops. The 1710 was my first Dell printer.Out of the box the first one failed. Would not print. All five status lights blinking; LONG time on the phone with India following the standard script. Unable to resolve. Dell sent a replacement printer.The replacement one worked for a few weeks, then the very same problem. Dell sent another replacment.Eight months later the same problem; yet another replacement.Nine months later the fourth one failed with the same identical problem. Out of warranty now. This one is going to the dump. It is the last Dell printer i will ever buy"
1,"I was determined to finish the entire book, and I did...finally. The details are what got me. There was not much of a story, so the author had to fill the book with details. Loading the dishwasher, cleaning the cabinets, the damn ants in the mailbox. Who cares? Where is the story? The family was annoying: Kenneth who couldnt follow through on a single project he wanted to do, Margaret fighting for the house until she realized she could get money instead, Emily so wrapped up in the mundane details of day to day chores because she has nothing better to do. It was really hard for me to follow these people through a day, let alone an entire week. I would not recommend this book to anyone."
1,"I had the TV for 3 years, I did enjoy it. But it stopped working today. Why can't TV's work longer then 3 years? Such a waste of labor and material."
1,"This film is self-defeated by two opposing currents: it's much too silly and poorly acted to be taken seriously, much too sad and brutal to be considered good campy fun. I don't know what effect the makers were shooting for, but suffice to say that their aim was off by miles."
1,I purchased one earlier that lasted for years. This one is very flimsy and already breaking apart in the center. Very poor quality.
1,"Having lived in southern West Virginia for nearly 50 years, I find this work to be insulting to the people of southern West Virginia. The Lights must have looked long and hard to find places with the appalling conditions that have been depicted in this book. Granted, the economy of West Virginia is not stellar, but the majority of its citizens and its communities are not represented in this book. Yes, this state has been shaped by its coal heritage, but it has not been destroyed by it. Southern West Virginia still struggles, but not to the extent implied in these photographs. Those seeking a more accurate portrayal of life in coal communities should look elsewhere, or, better yet, visit and see for themselves."
1,"I finally bought the nintendo monopoly and the first thing I notice when I open the box is that the Master's Sword is labeled as Zelda's sword.Yes, it belong to Zelda's family but IT'S NOT ZELDA'S SWORD. IT'S LINK'S SWORD! I SWEAR!! If the company knows nothing about nintendo, why make it?! Seriously!!"
1,"I've got all IAN MOORE releases and loved everything he has done until this offering. MODERNDAY FOLKLORE and ALL THE COLORS were excellent and intelligent changes in direction, while still maintaining the obvious skills and energy from his BLUES persona. This is like EMO dross.....LEONARD COHEN without the humor. There is not even a tiny bit of energy to be found anywhere on this disc. If IAN still plays the guitar, it sure is not obvious to this listener. Not sure which drug you'd need to take to make this dirge sound good. Crying shame for one so obviously talented as IAN MOORE. I am also still listening to find the INTELLIGENT bit that some reviewers are referring to. PRETENTIOUS - YES - WANKING - YES - FLACID - YES - INTELLIGENT - NO !!!"
1,"Oh, what a disappointment to an Elinor Glyn fan! Glyn literally invented many of the romantic conventions we see in books today. Her sense of humor and sharp critical eye enliven what might otherwise be rather standard love stories.But here, most of what is truly extraordinary about Glyn has been edited out. The resut is a standard, cut-to-the-chase love story that could have been written by almost anyone. If you are interested in writing your own romance novel, this might be interesting as a study in how to move the plot along, but personally, I read in order to read good writing.And, incidentally, the work in question was not listed as being a sharply edited version. So be careful -- one can only conclude that the reader is supposed to know magically that the Barbara Cartland reissues have been chopped to pieces."
1,"I bought this blanket a year ago. When I first used it...it worked fine...I carefully packed it away for the summer. Now winter is here again, put it on the bed...and no heat what so ever....I will never buy Sunbeam again...."
1,"I was in the 1st Mar. Div. - 5th Mar. Regiment. and ""landed"" on New Guinea, New Britain, Guadalcanal, Peleliu, Okinawa, and China.Perhaps Okinawa was much the longest and fiercest battle of them all, with the most casualties the 1st Marine Division received, anywhere. In reading the book it seems that the 1ST MARINE DIVISION, 5TH REGIMENT - - (that's ""5th MARINES""), - WASN'T EVEN THERE!! ` Maybe they were dreaming!!"
1,"This battery charger had a short in the wiring. The plug didn't even fit all the way into the base. Didn't anybody test this product before they started selling them?My money was refunded, minus the shipping & handling both ways. So I'm out $20 for the s&h.;I should've gone to my neighborhood Fry's Electronics instead."
1,"I have had a racoon problem for years. I decided to buy a cage and chose this model. I received it yesterday and took it out of the box last night about 9:00pm. This morning I found a juvenile racoon in there. He had somehow removed the handle (pictures of destruction are on description), though there is a guard around it. He had also bent some of the wires on the cage. Needless to say I am returning it. This is extremely cheaply made.PETA people: I let the racoon go in a field near my work after he feasted in my garbage can."
1,"This product, and others by VPX, have so much artificial sweetener in it that it tastes disgusting. I tried cutting it with coco power and coffee to add some bitterness to try and reduce the overwhelming sweetness, and it was still way too sweet. Is it a protein powder or a candy replacement product? Tastes like pure sugar and I feel sick after drinking it. After a week I can't stand it anymore, it's going in the trash.On the label it states no aspartame or acesulfame K, that's great. But instead they use Sucralose which is another artificial sweetener that has safety concerns."
1,"Chapter 1 and Chapter 2 are identical. The book is missing the real Chapter 1, so I feel that it is a big ripoff. The typography is amateurish (typewriter quotes, no real long dashes, a blank line between every paragraph--what is this, a business letter?). This is evidently a publisher that knocks together books that are in the public domain without the least attention to quality. I can't believe they charge so much for so little."
1,"This movie was not what was expected. It did not last as long as the minutes state. It was a loss of money, it may be worth $3 if even that amount."
1,"Clark Gable was sure lucky that this mess of a movie didn't end his career, being that it was his first venture after returning from active duty in WWII. The main trouble with the movie is his attitude; for some reason, Metro tried to revive the style of the younger carefree Gable in this film, the sort of fellow he was in ""It Happened One Night""--even Metro's memory was faulty, because that persona had already been replaced by the mature man of 1939' ""Gone with the Wind"". Here, he's just too old and had been through too much in real life (the war and the earlier death of his wife Carole Lomabard) to cavort around like he does in the movie, and with Greer Garson no less! I don't understand why the studio, having taken such pains to shape her image as a gentlewoman, had her buffooning around either. Check out the better post-war Gable of ""Homecoming"" and ""The Hucksters"", and leave ""Adventure"" on the shelf."
1,The author shares many of his political opinions that would be more approperiate on an Op Ed page rather than a text book.
1,"The ONLY reason I buy the GG DVDs (and I've bought every season so far) is to read the subtitles and enjoy the writing.What possessed them to exclude the English subtitles in this season? How much extra work could that have been?I will carefully review the specifications for the Season 7 DVDs before automatically buying it the day it is released.This time: no subtitles, no purchase."
1,"THE GOOD OLD SENTIMENTAL JOURNEY ACT AT THE END OF HIS SHOWS AND,THE INTERACTION WITH THE AUDIENCE WAS A VERY IMPORTANT PART OFTHIS CONCERT ! I FEEL CHEATED."
1,"""Polite Lies"" wanders back and forth between kvetching and bellyaching. Complaints stain nearly every page. When Kyoko Mori was married, she objected to people asking about the color of her living room. She explains that she and her husband wanted to do as little decorating as possible. Then on the next page she is complaining about ""our mismatched furniture"" and ""how bad our furniture was"". A full review could provide endless examples of grouchiness expressed in well-turned phrases.Mori's insistence on painting herself as a malcontent overwhelms her otherwise valuable insights as a resident and traveler in two cultures. And when Mori offers comments on literature, the book seems to begin breathing fresh air.Mori writes that as a child she was a picky eater. The tragedy is that this habit expanded until it drove nearly every aspect of her life."
1,"Although I thought this book would be a comprehensive guide to Bret's life and career, I had hoped for more insight into his actual self. It doesn't really feel like Bret really had anything to do with this book. I love Bret, but not his book"
1,"This size of this guitar is good for our 2-year old, however the quality of the strings is horrible. You cannot get it tuned. The strings will not stay tight and they break very easily."
1,"I was extremely disappointed in this product because I couldn't get it to work at all, and there is no customer service contact number included to help me (or others like me who may be technically challenged). I would return it if I could."
1,"Between a rock and a hard place. The Sinkware 5061 seals the drain but rusts in about two months; the Danco 8821 doesn't seal, nor does it rust. I guess its better to have a device that does its job for a little while than one that consistently doesn't work well at all."
1,"This crap is made by a lazy company that leaves the dirt and sand in there and calls it minerals. If you like adding sand to your salt before sprinkling it on your favorite foods, this is the salt for you! If you like a salt that is loaded with minerals and flavor without the grit, get Spice labs Himalayan salt. That's what I did and I will never again spend my money on this gritty crap that they could have filtered but that would take too long and cost too much?Yet another company out of Utah that cuts corners and compromises our health...the other company is concentrace mineral drops ... that product was endorsed by a scientist who now removed his endorsement after seeing the filthy conditions that company now uses! Something wrong with Utah?!"
1,"Words escape me, to describe this as a book will be an insult to all pulp fiction"
1,"I am a longtime fan of Rod Stewart but the Songbook series is simply awful. Don't get me wrong, I LOVE these songs. It is just that they are available by Sinatra, Tony Bennett and other great singers. These albums would have been fine if done by Frank Sinatra Jr. who has a history with the great American songbook. It isn't just the latest ""thing"" or ""phase"" with Frank Jr. Rod Stewart should go back to being Rod Stewart. This cd is the worst in the series and should come with an extra raspy warning. Rod is simply wrong for ALL of these classic songs. Buy Sinatra and Bennett and hear perfection."
1,"This book is offensive with blatant, nonsupported blanket statements about the eternal dance between men and women. It is not respectful and it degrades women. Anyone who would take it seriously would destroy any relationship worth keeping. It's no wonder there is a 50% divorce rate -- probably occurs with people who read this stuff and believe this is how relationships and families operate."
1,"sick is a light word to describe this book. Some things I don't wanna know. The details are NOT necessary. Definitely not a book for a light stomach. It's not just lesbians...she seems to go both ways for awhile, then gets bored with men, explores with older women, obsesses over a woman her own age who ends up getting married, and in the end, it's an altogether depressing book. Whether this is the outcome of all homosexuals, or a dramatic complaint of one woman who kept on and never gave up, i don't know. However, pick Joan of Arc or Hellen Keller if you want a real story of perseverance."
1,"I bought this WI-FI card to use on my notebook computer and when I had troubles with the card. I called the company and when I was unable to submit a serial number (there was a blank space where the serial number was supposed to be) they told me then it was reconditioned.There was no disclaimer of this and to say the least I was PO'd. No wonder the card gave me dismal performance. It would require me to reboot every time I used the computer. This was a giant hassle and to say the least I jerked the card out of the notebook and inserted the old Linksys WI-FI card and set it up and never looked back.I ended up selling this reconditioned card for next to nothing loosing my investment. The card was not very expensive, but it was the idea of the fact, it was reconditioned without telling me it was so."
1,"My children and I just turned off Scholastic's video retelling of this book by Paul Zelinsky. (beware of spoilers ahead) Rapunzel was always a simple story to me. After watching the video, I looked up the tale of Rapunzel and discovered that this retelling by Zelinsky aligns with the story the Grimms told. If your child loved Tangled, I wouldn't read them this story--particularly if they are very young. In this retelling, the prince finds Rapunzel in a tower. One day when the witch comes to see her, she asks her loosen her dress because it was too tight. The witch responds that she's a wicked girl and casts her out into the wilderness--where she gives birth to twins! This retelling was not at all what I expected and wouldn't recommend. I love fairy tales, but we're going to pass on this one."
1,"Worst episode yet. Unless you're from New Orleans or know a LOT about it, you'll be lost and pretty bored for the whole episode. Skip ahead to the last 10 minutes and you'll get enough of the point to move on in the series."
1,I didnt order this item .. I came across it while doin a search .. based on previous experience with this supplier .. most probably u wont get it b4 it's expiry date .. cheers all .. and shame on u vitaminlife
1,"This book has such basic instructions, it would be more for a young student.For example, the porch swing directions;""Paint with white paint. When the paint is dry, sand the areas that would normally show some wear so that some of the brown stain is visible.""Really? That is the instruction?Additionally the book says that sources for paint and stencils are on page 111.I looked up the bench with cherries. No stencil source only paint colors.It is an older book, and I didnt purchase it new. So the designs are pretty dated.I'll continue on my search for the perfect guide for painting reclaimed furniture."
1,"""Excalibur"" proved that a movie can provide the setting for a spellbinding/magical story, action, intelligent character interactions, and nail-biting suspense. Unfortunately, ""Merlin"" fails miserably on all four counts. The culprits here are obvious plotting, mediocre acting, and pedestrian direction. The film has one legitimate surprise (no plot spoiler here), but it's way too easy to figure out the rest of the action before it happens. Martin Short fares the best of the cast, but he's stuck with the stereotypical role of the bumbling side-kick often found in most slapstick comedy films. Sam Neill shows no screen presence as the main character of Merlin who has to make things right. As for the direction, the film moved too slowly (especially at the beginning). Since I was always sure of MERLIN's outcome (unlike ""Excalibur""), the special effects were the film's only lure, and they were poorly done at best."
1,"I meant to put no stars on this book at all.The author can't even write more than two sentences before running into some concepts which he could not understand or could not explain. Same thing happened in all those ""admiring"" comments on this board. Either they are just hired pumpers, or they could only ramble on something they could not understand just like the author himself did in this book.DO NOT WAIST TIME OR MONEY ON THIS GARBAGE."
1,Tried these extra stoppers in several different bottles. They will NOT work. Some won't completely allow air evacuation; others will not hold a vacuum for any length of time.... Received black stoppers although the original ones and the Amazon picture of the stoppers were gray. The black ones are not as soft & pliable as the originals. Seems I didn't receive what I ordered but some inferior knock-off.Buyers BEWARE!!!
1,"I bought this game (original-off-the-shelf) and went home to load it up. Installed great and when I went to play it... it would not work. I am serious! I spent hours going through the readme files with a fine tooth comb and they will tell you in the same file that THEY KNOW the game will not run with the majority of sound and video cards on the market. I patched the game and even installed it's included safe mode drivers (Yes it comes with a safe mode version- so what does that tell you!) and it still didn't work. I patched it- nothing! Wrote customer support and they said that they are aware; and I quote, ""Like yourself, we are very disappointed at the problem you are experiencing and are working hard to correct this"". So the bottom line is that they realeased this product loaded with bugs. It is a waste of money for people to buy it!"
1,"This film perpetuates the myth that a large percentage of the German population was clueless about the genocide taking place in their country. It diminishes the horrific brutality of concentration camp life. And it asks us to feel sorry for the one innocent German boy who was ""accidentally"" gassed, instead of the millions of others equally innocents who were systematically slaughtered. This film is insulting to the memories of all those persecuted under Hilter's reign."
1,I bought these for several desks in our office becuase they were cool. Blow air yeah right 1 inch from the fan. They are also loud and noisy.
1,"Just befor this movie came out I head that some of the real World War 2 vets. were very upset, because the flim makers had to stick a love story in the movie so Pearl Harbor would become the smash hit it did.If you loved the way overrated Titanic then you will love Peal Harbor, but if your looking for an war movie like the awsome Tora! Tora! Tora! then don't wast your mony on this DVD. No wonder the Japs. were mad at this movie."
1,"Worked OK for my small closet for about 6 1/2 months, then died. Not worth mailing to the manufacturer to fix."
1,"The religious lessons, theology, rites and ritual one is forced to endure while reading Faye Kellerman's books completely destroys any enjoyment of the mystery--threw it in the garbage after 100 pages. There's too many other interesting writers out there!!"
1,i picked up this game in a hurry knowing it was in fisherman. i knew they would give you info. about the fish. and best of all you can catch catfish!!!!!! but this game is repetative. you can use a fish finder that doesnt help. what came up as a huge fish on the fish finder was the smallest (...)crappie ive ever seen!!!!!!!!!! and the music!!!!!!! the music is what makes you angry in the morning. im like shut up. i know that you picked the first 3rd grade band you could find but at least dont tell us that. if you press mute you should have a good time w/ the game 4 4 hours tops. fish realistike and lures are realistike but i do wish the graphics were better.
1,"This is just a book for beginners and doesn't offer anything more than other French books that are written for the same purpose.If you have a choice of buying a cheaper book, go for that. The price does not necessarily mean that the book is better. However, it might mean that your instructor has got ""some incentives"" to ask you buy this specific book and not a less expensive one."
1,"I'm a huge Jane Green fan, but I must say I am disappointed with her latest effort. The writing style almost drove me insane - every time I read a paragraph beginning with ""For"", I wanted to scream! I barely made it through the book, and only forced myself to finish as I kept hoping that it would take a turn for the better. I loved all her earlier books, but would definitely recommend you pass on this one."
1,I was not impressed with the video quality that this cable gave. I have switched back to the original
1,"While the author may be a delightful man and a capable pilot, this book goes on the growing heap of failures in writing about flying, so far as i am concerned. In fact, it goes fairly far down even that heap, since i am one of those who can see most books to the end, but finally could not be bothered with this one.I have learnt that fliers who can write are very rare birds indeed.I am now learning to carefully ignore the reviewer star ratings here when making my own selections."
1,"How is it there is no subtitles for the bbc series. We the hearing impaired have a hard enough time hearing the actors as it is, add the british accent forget it we are totally lost. Having the subtitles will have people with this handicap purchase more bbc series. Thanks!"
1,"I order twice for the same product as a gift to my boyfriend and it bought us a lot of troubles. The first time we receive the product, the hand of the watch does not point exactly to the seconds, it is half way between each second. Besides, when we try to adjust the day,i.e Monday, Tuesday, Wednesday, the adjustment button will not turn and stuck on Wednesday. We returned the item and I order it again as a gift to send it to my boyfriend office. The package does not come with the gift message as it promised and this time the watch strip is defective. It produce a click, click sound when you try to put the watch over the wrist. I thought citizen is a named brand with good quality control and it turns out not."
1,"Worked great for ONE fly! Then it died. Tried new batteries, etc., everything. Called company for replacement since I was not happy with that level of quality. They promised a replacement. I called again 3 months later since no replacement had arrived. Another 3 month wait. Called company again. They had never heard of me or any replacement order. Not ordering THEIR products again!"
1,"The concept of a futon mattress atop slats is actually comfortable and I lay on it for a week happily until I made the mistake of putting too much focused pressure and snapped/broke two of the very fragile slats by climbing onto it with my knee first. Also, I called the manufacturer on the first day to tell them that the filling inside the cushion covers was making me itch. These are not cushions with a black cover. This is a black cover filled with recycled fabric pulp. The rep was not interested in responding to my complaint. Don't buy this. Go to a futon store and buy something that resembles this and it will be much sturdier."
1,"I've had the same problems others are reporting. Style and usability seem great, but performance is quite bad. If I was in a quiet room things seemed to be ok, but if there is any background noise at all, people couldn't hear me. Any time I tried to use it in the car, people couldn't hear me or said it sounded terrible. Also, the range seemed to be very intermittent. If I was at home I could walk around without my phone and things would work great. In the car I would get low signal warnings and dropped connections all the time. Even when the phone was right next to the headset sometimes it wouldn't connect to my razr.I'm going to be returning it tomorrow."
1,I received the stapler in the mail and straight out of the box it didn't work. I've asked for a replacement. The hassle of returning it and the $7 they're trying to charge me to replace it makes me wish I hadn't purchased the stapler in the first place. I'd advise holding off on ordering this stapler for now! I'll let you know if the replacement works.
1,"We bought this unit from a small local store that is known for selling only quality merchandise. We took it out of the box, assembled it following the directions -- and the blade doesn't spin. It does't even engage. The motor runs, but absolutely nothing happens. I've learned my lesson! Read reviews before you buy anything, folks."
1,"FAIP PowerWasher Replacement Gun and Hose #80012I have a Powerwasher unit, so logically assumed this would work to replace a leaking hose. Wrong! I called Powerwasher. They said 80012 is not a part number they use. This apparently was made by somebody else and is thus misrepresented on the Amazon web site. The problem? The connection on the hose is a different diameter than on my Powerwasher unit."
1,"This uses Macromedia Director software to accomplish it's animation . .which is all fine and well until you realize they are stuffing you into a tiny box . . .with black backgrounds and white text. Do they know nothing about usability?I can't get very far into this, but throwing up some text on a small screen and reading it . .. is hardly dynamic.Might help some . .but with my screen resolution at 1024x768 I'd actually like to use more than 1/4 of my screen to learn.Lame, lame, lame."
1,"I read this paperback years ago and I enjoyed it. But there's nothing about it that warrants even the $28 price tag on the used copies, let alone $150+ on the new ones. Save your money; this is highway robbery."
1,"Totally useless, because upon ordering this product it was not posted that it could not be used with my cd player. You refused to exchange it for me and I doubt if I will use your website ever again."
1,"If you're the type of person who breaks into tears at a Dashboard Confessional concert you might dig this novel -- which is basically two-hundred tortuous pages of whining by some annoying, unfunny, overemotional, pretentious kid who thinks he's a lot smarter than he is. Everyone else steer clear of this cliche-ridden garbage."
1,"I was thinking this would be an electric grinder, though the price seemed a little low. It comes with flax seeds, and if it says a serving size is 2 tablespoons, I guess a test might show it takes 15 minutes of continuous hand twisting to grind that serving. Anyway, I returned it realizing it was way too slow for most uses."
1,"Like the other 1 star reviews, this wrench won't remove lug nuts hand torqued to 80-100 ft/lbs. It just hammers away and the battey dies before all 5 lug nuts were attempted. I'm about to send it back for repair to the authorized repair center. Don't waste your money. I hope I can report back that it was fixed... but I think the torque values are greatly over-rated. It does seem to drive nuts on just fine because it gets up to speed, but loosening? Forget it."
1,I'm very disappointed - I purchased it as a gift and watch turned out to be too huge. There should be clear information that watch is oversized.
1,"i am so depressed when i heard celine's album. nowadays she is really deproving day by day album by album...i am really sorry to say this...she won't go far if this go on...i have true faith in her, but i want something more solid and more down to earth..."
1,"I rarely take the time to review books or other items, but this book is just SO BAD I feel the need to let others know. In a word it is Bizarre. I am sorry I wasted the time on this one, I just kept thinking that the ending might redeem the book. I would not recommend this book to anyone."
1,"I picked up this rack to help with my ball cap overflow. I have owned this type of rack before and they are so easy to put together I am sure they are user as Junior High wood shop projects.Having said that, this is the biggest piece of junk I have ever seen. The wood feels like it is balsa and it is even missing one of the pegs and the mounting hook on the back. If I were to see this at a store I wouldn't give $.25 for it.I have never had the need to return anything to Amazon, but this is for sure going back. There is no way you couldn't find a better product somewhere else, like dumpster diving or at the swap meet.Expanding PEG Rack 10 Hooks Hardwood Multi-purpose Vertical or Horizontal Wall Mount"
1,"...It took me about 3 hours to understand that that was it, this WAS the game, and I was not going to get anything else. By that time my eyes were closing and I was falling asleep.This is what you do in the game - you listen to endless and pointless conversations directing you to do something, you go and do it, and when all of a sudden time comes to shoot, you shoot and run and shoot and run and turn and shoot and run and shoot and run and shoot and turn and run and shoot and run and run and run and shoot and shoot and shoot and turn and run.This game cannot be called strategic, because you are totally limited in choices, it cannot be called arcade because it is not only slow, there is no word in the language to say how slow it is. ..."
1,"Ok, so I ordered this book from the seller, and it said ""like new"" the book is nowhere near even ""good"" condition! It was all taped up and banged up. I'm very upset with this seller, I'm not getting any replies from them either, just BE CAREFUL, you'll probably NOT get what they describe you'll be getting."
1,"It's probably a little late to say this now, but I found this, which was my first LCD monitor, to be very disappointing. At first I loved it, it was a state-of-the-art 17"" LCD when I got it new, no dead pixels, just great. But after six months it started having random fritzing-out issues. Very likely a bad capacitor in the internal power supply. I was never satisfied with dealing with ViewSonic warranty service, and I have since moved on, but I just happened across the reviews here and wanted to give my two cents as another very disillusioned ViewSonic customer."
1,"There is a reason that Pete Best was replaced as drummer for the world's best known band. He simply was not very good. Uninspired vocal performances, poor choices of cover material, and uninteresting drumming make this CD unlistenable. Pete Best was replaced in 1962 for a reason. Lack of talent and charisma."
1,"Well, I guess since Air have evolved their sound, creating spectacular new and original albums, Zero 7 have fallen behind and don't know what to copy next. The Simple Things album was a complete Air rip-off wannabe album, and now Zero 7 are having trouble finding what to copy. Hey Zero 7- How about coming up with your own material!"
1,"The new iPod with video doesn't have a ""docket"" next to the earphone plug, so this product just wont fit..."
1,"We refer to Go Go as our drunkin pup all it does is bump into furniture and walls. If there is any background noise it gets confused and won't do anything you ask. We have tried making the house silent and still get the same results. Myself and a friend bought Go Go dogs last Christmas for our daughters and were both disappointed.We don't have much luck with this type of toy, we also purchased Poochie back when it was popular and it didn't do what was advertised either."
1,"I purchased this black sleeping bag from a local store and it was the last one in stock. I ordered the same colored sleeping bag from Target for a friend. Target shows this is a black exterior/grey interior bag like the one I own, but they shipped it in green b/c black is no longer available. I wish they would have that information on their website, b/c I would have not ordered green. Just be aware, several stores show it in black but will ship in green."
1,I found this book very slow reading. I could only read half of it. Perhaps if a movie is made then maybe I would see it.
1,"The book "" CS Tapestry"" often highlights terminology which isn't defined and then uses these terms for explanations in the text. It should have a glossary of terms and definitions and its editor should be hanged. The book should be written for a beginner's point of view. It's marketed as an introduction to the whole field -but gives little attention to the wider tapestry.I spent close to 100 dollars for this book and must invest extra money in supplemental books just to pass the course. He has written a book for beginner computer scientists that can only be understood by computer scientists. This takes no skill at all."
1,"Definitely do not bother. I was really excited to buy these glasses here instead of from the retailer because i would have been saving $30 or so, but do not bother with these, they're an imitation. If you're going to spend $70 on sunglasses, you might as well get the real ones for $114 from ray ban themselves, or buy the $5 imitation kind, because that is what these are worth. I'm really disappointed it took me too long to realize this fact, and so now I cant get refunded. Please do not waste your money."
1,"You've probably heard ad nauseum the importance of backing up your critical data before making any significant changes to your system in the event of a system crash. Nah! Couldn't happen to me!I agree with many of the other reviewers here. DO NOT INSTALL THIS SOFTWARE WITHOUT BACKING UP YOUR SYSTEM FIRST, AND BACK IT UP REGULARLY AFTER INSTALLATION AS THIS SOFTWARE WILL LIKELY KILL YOUR HARD DRIVE.Prior to my recent system crash, which from everything I've learned was caused by this software, I would have given it a 4 rating. Really user friendly GUI; easy to use; somewhat limited features.Now, having put in over two weeks of all nighters to recover data and reinstall my operating system and applications, I wouldn't touch this or any product made by Roxio until they produce a more stable product. ..."
1,Helps with my spelling because I'm a auful spellerIt is a good dictionary you should get it its awsome
1,"This is a terrible lube. The parabens in it cause bad burning sensation, and it's far too expensive for such a bad product. Try Sliquid's Sassy or Gel formula instead!"
1,"a horrible product - cheaply made, and it leaks nonstop! I don't know how they get away with making such a shoddy product."
1,"""errr...this is what we came for really....ELLYELSHAN!!It's errr... give peace a chance so, sing along will ya. I've forgotton all those bits in between, but I know the chorus so""...Nuff said...."
1,"After having owned one of these for a few months, it died. It sat unused for 6 months and then when I connect it to the computer it isn't recognized. Formatting doesn't work, and Sony's special format tool doesn't work. My SanDisk on my keychain has been abused, dropped, and kicked around for over 4 years without issue and this one sat in storage for six months and it's dead."
1,"This model is absolutely junk. Nothing positive to say about this product at all. DONT BUY IT! Nothing fits together at all, pieces warped and molded poorly."
1,"At first the unit worked fine. Then it would occasionally freeze up (i.e. none of the controls would work, not even the power button), the only solution being to unplug the power cord and then replug. After a while, it was constantly freezing AND the scheduled recording was no longer reliable. At that point I gave up. Reading other people's reviews of Panasonic DVD recorders, it is clear that mine is not an isolated case. If you are interested in a DVD recorder, I would recommend checking out the Toshiba models. Buying a Panasonic is clearly risky."
1,"It was working fine but after a year or so of using it, the soybean mixture began to burst out from the vent. It's during one of the grinding phases and the bursts of grinding sending the mixture out through the vent like Mount St. Helen. After the eruption, the whole pot is wasted and leaving a messy kitchen for me to clean up..."
1,"I actually love this product. Because I can't have sugar, I have to seek out products like Barbara's sugar free/fruit only fig/blueberry bars.The only problem is that the expiration date on this product was Jan 9 2008, and this product was sent to me in March 2008. When I asked for another batch with a later expiration date, I was sent another 6 boxesin April with the same Jan 9 2008 date.Get with it Amazon, that's not okay..... The product gets noticably goeyand is not a firm cookie past the expiration date. I really wanted thisproduct, but had to ask for my money back due to this expiration date problem. Amazon gave me a $10 coupon for other Amazon products,but no cookies. Oh well, I guess I'll loose a few pounds...."
1,"Totally agree with comments aboveMy mouse comes with USB plug, everything was working fine till about one month ago it started messing with USB ports. Now I can not use any flash memory sticks without unplugging my mouse at first, if mouse is plugged in, computer crashes immediately. I tried to reinstall mouse software several times, but it made everything even worse and it seems I will have to reinstall Windows now.Don't use it even if someone gives it to you for free."
1,"This book is tries to be funny and helpful, but falls short on both fronts. It's useless as a guildine as often times there's no clear distinction between humor and honest advice. There are much much better books available, skip this one..."
1,"I purchased this mandoline a while back after doing some research, reading reviews etc.. First time I tried the straight blade I discovered the plastic holding the blade had chipped, undoubtedbly getting into the finished food product.. MIU must be a shadow company since there doesn't seem to be a way to directly contact them.. just the importing company which does not offer any help at all. The Stainless frame is impressive but the rest of the package is complete junk.. Don't know why folks liked it, maybe they haven't noticed the black flecks of plastic in their sliced potatoes or how fragile all the plastic parts are yet. THIS IS A DO NOT BUY if it ever does come back on sale at amazon or anywhere else. DO NOT BUY THIS PRODUCT and send a message to MIU (if you can get a hold of them) to stand behind what they contract the Chinese factories to build for them.. Would have given it zero stars if I could."
1,"The writer of this book has 47 complaints against his comapny from the Better Business Bureau. If you call them for info, they immediately go into a hard sell sales pitch promising to hook you up with bartending jobs worldwide."
1,"Unlike our other petsafe collar, this collar emits no sound. It looks like its supposed to. Nothing happens until the shock zaps you (or the dog). Worthless since the dog is afraid to go outside now and never gets warned about the parimeter."
1,"I used my HTP-6 Circuit Detective for the first time yesterday. The instructions seemed simple; however, I went to the web site and watched a video demonstrating how to use it. I thought things were progressing well until I checked the circuits by closing the breakers involved. The HTP-6 was wrong as often as it was right. So, what is the point? Perhaps I have a defective unit. Still, now that I have done the legwork and identified all of the breakers associated with all of the outlets and fixtures in my home, does anyone want to buy a once-used HTP-6 Circuit Detective which may or may not get you electrocuted?"
